consistent_change,latitude,longitude,year
1.0,-9.421934942,-47.48103825,2005
1.0,-18.70090301,-53.79179295,2001
1.0,-18.70090301,-53.79179295,2006
1.0,-30.91331963,-52.44782345,1999
0.0,-30.91331963,-52.44782345,1998
1.0,-22.7573355,-48.12459132,1987
1.0,-22.7573355,-48.12459132,1995
1.0,-11.16879884,-54.20789259,1991
1.0,-10.1506483,-67.30155651,1992
1.0,-10.1506483,-67.30155651,2001
0.0,-10.1506483,-67.30155651,2000
1.0,-4.723296848,-48.72691171,2002
1.0,-4.723296848,-48.72691171,2005
1.0,-4.723296848,-48.72691171,2015
0.0,-4.723296848,-48.72691171,2013
0.0,-4.723296848,-48.72691171,2014
1.0,-6.5076204970000004,-54.93957039,2009
0.0,-6.5076204970000004,-54.93957039,2008
1.0,-2.655464896,-47.97017092,1999
1.0,-2.655464896,-47.97017092,2003
1.0,-5.049924285,-47.07356243,1999
1.0,-19.07199705,-49.53916839,1988
1.0,-19.07199705,-49.53916839,1999
1.0,-12.09720769,-62.12052311,1986
1.0,-12.09720769,-62.12052311,1995
1.0,-15.94963279,-40.7444821,1997
1.0,-10.32528079,-43.27449727,1990
1.0,-10.32528079,-43.27449727,1992
1.0,-10.32528079,-43.27449727,2002
1.0,-10.32528079,-43.27449727,2004
1.0,-15.25460625,-59.04316444,1988
1.0,-15.25460625,-59.04316444,2002
1.0,-15.25460625,-59.04316444,2006
1.0,-18.67179759,-54.11518645,2004
1.0,-12.51869722,-61.00804946,1985
1.0,-12.51869722,-61.00804946,1988
1.0,-12.51869722,-61.00804946,1997
1.0,-5.321844322,-48.92741569,2003
1.0,-6.218722302000001,-52.59362002,1985
1.0,-6.218722302000001,-52.59362002,1988
1.0,-6.218722302000001,-52.59362002,1996
1.0,-6.218722302000001,-52.59362002,2002
1.0,-6.218722302000001,-52.59362002,2006
1.0,-6.218722302000001,-52.59362002,2011
0.0,-6.218722302000001,-52.59362002,1995
1.0,-17.16128044,-46.5825433,2010
1.0,-15.41738098,-41.80629077,1986
1.0,-15.41738098,-41.80629077,2003
1.0,-3.797043959,-47.85536623,1986
1.0,-3.797043959,-47.85536623,1991
1.0,-3.797043959,-47.85536623,1997
1.0,-3.797043959,-47.85536623,1999
1.0,-3.797043959,-47.85536623,2015
1.0,-6.612723385,-48.4342406,2005
1.0,-9.933435665,-68.94197005,1988
1.0,-9.933435665,-68.94197005,1993
1.0,-9.933435665,-68.94197005,1996
1.0,-16.02320481,-53.37811876,1989
1.0,-16.02320481,-53.37811876,1992
1.0,-16.02320481,-53.37811876,1999
1.0,-16.02320481,-53.37811876,2001
1.0,-14.44423603,-49.79572724,2011
1.0,-14.44423603,-49.79572724,2013
0.0,-14.44423603,-49.79572724,2010
1.0,-30.54788497,-51.72449999,2011
1.0,-5.461442517,-50.70581045,1991
1.0,-5.461442517,-50.70581045,2005
0.0,-5.461442517,-50.70581045,2004
1.0,-2.05503096,-53.59263645,1989
1.0,-2.05503096,-53.59263645,1992
1.0,-8.207322846,-50.3748711,1992
1.0,-8.207322846,-50.3748711,1994
1.0,-9.602226819,-64.16490903,2009
1.0,-6.7194432410000005,-52.1020619,1985
1.0,-6.7194432410000005,-52.1020619,1989
1.0,-6.7194432410000005,-52.1020619,2004
1.0,-6.7194432410000005,-52.1020619,2012
1.0,-6.861466887000001,-47.09862543,1993
1.0,-6.861466887000001,-47.09862543,1997
1.0,-6.861466887000001,-47.09862543,2001
1.0,-6.861466887000001,-47.09862543,2007
1.0,-4.733807136999999,-45.9255155,1987
1.0,-4.733807136999999,-45.9255155,2002
1.0,-4.733807136999999,-45.9255155,2013
0.0,-4.733807136999999,-45.9255155,2001
1.0,-18.95072449,-49.54563626,1992
1.0,-18.95072449,-49.54563626,2012
1.0,-6.251331146,-48.47762922,1996
1.0,-6.251331146,-48.47762922,1999
1.0,-14.34479253,-57.36232671,2009
1.0,-21.48774651,-57.91937202,1996
1.0,-13.19512863,-51.848198,2002
1.0,-15.96930589,-48.99451984,1991
1.0,-7.980947394,-43.57606171,1998
1.0,-7.980947394,-43.57606171,2001
0.0,-7.980947394,-43.57606171,2000
1.0,-11.61292592,-40.47714347,1995
1.0,-25.30001691,-49.1656489,1993
1.0,-25.30001691,-49.1656489,2010
0.0,-25.30001691,-49.1656489,1992
0.0,-25.30001691,-49.1656489,2008
0.0,-25.30001691,-49.1656489,2009
1.0,-19.09167015,-54.44208338,1987
1.0,-19.09167015,-54.44208338,1989
1.0,-19.09167015,-54.44208338,1995
1.0,-8.998558948,-68.9295733,2015
1.0,-9.368036025,-65.58514549,2008
1.0,-9.368036025,-65.58514549,2011
1.0,-6.214410387999999,-57.81426913,1992
1.0,-10.87801419,-52.06810558,1994
1.0,-10.87801419,-52.06810558,1997
1.0,-10.87801419,-52.06810558,2006
1.0,-10.87801419,-52.06810558,2008
1.0,-10.87801419,-52.06810558,2013
0.0,-10.87801419,-52.06810558,1993
1.0,-9.925350827,-37.14888534,2007
1.0,-9.925350827,-37.14888534,2009
1.0,-9.925350827,-37.14888534,2014
1.0,-1.318232764,-60.47660614,1992
1.0,-1.318232764,-60.47660614,1994
1.0,-4.919488906000001,-49.50790702,2012
1.0,-13.11454975,-42.19921387,2009
1.0,-14.56901203,-56.78453032,1992
1.0,-14.27607141,-39.68644636,2010
1.0,-7.025858584,-55.7450897,1992
1.0,-7.025858584,-55.7450897,2001
1.0,-7.025858584,-55.7450897,2010
1.0,-10.98015263,-48.99856226,2002
1.0,-10.98015263,-48.99856226,2008
1.0,-6.419495767999999,-53.41827345,2013
1.0,-3.0397641739999997,-58.32657834,1993
1.0,-16.02589975,-41.85479979,2012
1.0,-23.2052355,-52.28909114,1986
1.0,-7.236064361,-59.95809855,1987
1.0,-7.236064361,-59.95809855,1989
1.0,-7.236064361,-59.95809855,1994
1.0,-7.236064361,-59.95809855,1996
1.0,-7.236064361,-59.95809855,1998
1.0,-7.236064361,-59.95809855,2002
1.0,-7.236064361,-59.95809855,2010
1.0,-7.236064361,-59.95809855,2012
1.0,-22.05799705,-52.43111479,1999
1.0,-3.097436015,-56.85540739,1991
1.0,-3.097436015,-56.85540739,2002
0.0,-3.097436015,-56.85540739,1990
1.0,-11.50782303,-57.48898916,1998
1.0,-18.17727503,-55.01044746,2001
1.0,-11.71775931,-39.9780395,2000
1.0,-11.71775931,-39.9780395,2006
1.0,-11.71775931,-39.9780395,2008
1.0,-11.71775931,-39.9780395,2010
1.0,-17.17556365,-55.49419024,1989
1.0,-17.17556365,-55.49419024,1993
1.0,-17.17556365,-55.49419024,1995
1.0,-17.17556365,-55.49419024,1997
1.0,-17.17556365,-55.49419024,1999
1.0,-17.17556365,-55.49419024,2005
1.0,-17.95736745,-55.08267201,1993
1.0,-28.87647956,-55.23628393,1987
1.0,-2.131297927,-54.74095288,2005
1.0,-2.131297927,-54.74095288,2010
1.0,-4.395591432,-46.6372507,1987
1.0,-4.395591432,-46.6372507,2003
1.0,-4.395591432,-46.6372507,2008
1.0,-2.7880562319999997,-51.96623663,1985
1.0,-2.7880562319999997,-51.96623663,1998
1.0,-2.7880562319999997,-51.96623663,2003
1.0,-2.7880562319999997,-51.96623663,2012
0.0,-2.7880562319999997,-51.96623663,2011
1.0,-31.28360519,-54.84551678,1990
1.0,-2.735504787,-42.79964781,1996
1.0,-2.735504787,-42.79964781,2000
1.0,-22.02161529,-52.365897100000005,2006
1.0,-5.346098835,-60.428636100000006,1992
1.0,-5.346098835,-60.428636100000006,2011
1.0,-18.48072593,-44.65484853,2001
1.0,-18.48072593,-44.65484853,2005
1.0,-11.76114794,-49.195293299999996,2009
1.0,-11.76114794,-49.195293299999996,2012
1.0,-15.76071708,-46.05810684,1994
1.0,-15.76071708,-46.05810684,2001
1.0,-15.76071708,-46.05810684,2013
1.0,-5.803970135,-50.10807146,1997
1.0,-5.803970135,-50.10807146,2002
0.0,-5.803970135,-50.10807146,1996
1.0,-27.74568028,-48.79320738,2007
1.0,-27.74568028,-48.79320738,2009
1.0,-9.279641801,-56.646010100000005,2003
1.0,-20.18662665,-54.96005198,2008
1.0,-14.65201636,-58.01665956,1992
1.0,-21.64054994,-52.06406316,1985
1.0,-21.64054994,-52.06406316,1992
1.0,-21.64054994,-52.06406316,2003
1.0,-21.64054994,-52.06406316,2011
0.0,-21.64054994,-52.06406316,2010
1.0,-9.427594328,-39.44605719,1990
1.0,-9.427594328,-39.44605719,1996
1.0,-9.427594328,-39.44605719,2000
1.0,-11.88996635,-56.20619494,2000
1.0,-11.88996635,-56.20619494,2003
1.0,-11.88996635,-56.20619494,2013
1.0,-11.88996635,-56.20619494,2015
1.0,-11.65415859,-40.73612777,1997
1.0,-1.291283305,-59.74385036,1987
1.0,-1.291283305,-59.74385036,1992
1.0,-1.291283305,-59.74385036,2003
0.0,-1.291283305,-59.74385036,2002
1.0,-14.99723892,-52.42734186,1987
1.0,-30.15684833,-53.9338166,2006
1.0,-13.61176726,-45.63904276,1985
1.0,-13.61176726,-45.63904276,1989
0.0,-13.61176726,-45.63904276,1988
1.0,-3.444545041,-46.66339168,1985
1.0,-3.444545041,-46.66339168,1998
0.0,-3.444545041,-46.66339168,1995
0.0,-3.444545041,-46.66339168,1996
0.0,-3.444545041,-46.66339168,1997
1.0,-20.74205499,-47.329043299999995,1986
1.0,-20.74205499,-47.329043299999995,1988
1.0,-20.74205499,-47.329043299999995,1993
1.0,-20.74205499,-47.329043299999995,1995
1.0,-4.949941794,-49.25323464,1989
1.0,-22.0957263,-44.53007254,1988
1.0,-22.0957263,-44.53007254,1992
1.0,-22.0957263,-44.53007254,1995
1.0,-22.0957263,-44.53007254,1997
1.0,-25.38733316,-53.46866894,1990
1.0,-25.38733316,-53.46866894,2000
1.0,-23.39630716,-51.34208717,1996
0.0,-23.39630716,-51.34208717,1993
0.0,-23.39630716,-51.34208717,1994
0.0,-23.39630716,-51.34208717,1995
1.0,-8.802905878999999,-38.64646675,1993
1.0,-17.58789037,-40.05484546,2002
1.0,-17.58789037,-40.05484546,2004
1.0,-30.77506891,-52.40227887,2002
1.0,-2.209451357,-55.72326064,1995
1.0,-2.209451357,-55.72326064,2001
1.0,-8.76355967,-68.79994640000001,1986
1.0,-8.76355967,-68.79994640000001,1992
1.0,-8.76355967,-68.79994640000001,2010
1.0,-8.76355967,-68.79994640000001,2015
1.0,-8.052902449,-41.89333752,1988
1.0,-8.052902449,-41.89333752,1997
1.0,-4.445717425,-45.87916243,1991
1.0,-4.445717425,-45.87916243,2007
0.0,-4.445717425,-45.87916243,1990
1.0,-9.418431512,-59.32586426,1994
1.0,-9.418431512,-59.32586426,2012
1.0,-16.61878784,-55.35378357,1986
1.0,-20.6420725,-42.92226784,1996
1.0,-9.777937289,-43.55504113,1997
1.0,-9.777937289,-43.55504113,2002
1.0,-9.777937289,-43.55504113,2013
1.0,-9.777937289,-43.55504113,2015
1.0,-10.29725335,-57.55905776,1988
1.0,-10.29725335,-57.55905776,1992
1.0,-6.016331867999999,-47.1500989,2011
1.0,-6.016331867999999,-47.1500989,2015
1.0,-19.44955896,-46.756636799999995,1990
1.0,-14.34694849,-52.59335053,1997
1.0,-6.57364667,-56.22964097,2004
1.0,-13.30319596,-55.11204692,1990
1.0,-30.25548335,-54.08230811,2003
1.0,-30.25548335,-54.08230811,2012
1.0,-12.24704668,-38.75291712,2000
1.0,-12.24704668,-38.75291712,2012
1.0,-11.36579939,-38.74321531,1997
1.0,-11.36579939,-38.74321531,2000
1.0,-11.36579939,-38.74321531,2007
1.0,-11.36579939,-38.74321531,2011
1.0,-14.97190643,-53.19108952,2009
1.0,-9.171843967000001,-68.47358846,1994
1.0,-9.171843967000001,-68.47358846,2000
0.0,-9.171843967000001,-68.47358846,1999
1.0,-0.397639261,-68.21433467,1992
1.0,-0.397639261,-68.21433467,2007
1.0,-11.33884993,-56.17250812,1991
1.0,-11.33884993,-56.17250812,1993
1.0,-13.82978838,-56.64708808,1992
1.0,-7.0005260929999995,-55.16567635,1995
1.0,-7.0005260929999995,-55.16567635,1999
1.0,-7.0005260929999995,-55.16567635,2001
0.0,-7.0005260929999995,-55.16567635,1998
1.0,-9.369652992,-51.10547092,1991
1.0,-9.369652992,-51.10547092,2015
0.0,-9.369652992,-51.10547092,1990
0.0,-9.369652992,-51.10547092,2013
0.0,-9.369652992,-51.10547092,2014
1.0,-21.31661745,-45.05612597,1985
1.0,-9.155943786,-60.74556173,1997
1.0,-9.155943786,-60.74556173,2001
1.0,-9.155943786,-60.74556173,2007
1.0,-9.155943786,-60.74556173,2013
1.0,-5.32939017,-62.633640799999995,2004
1.0,-5.32939017,-62.633640799999995,2006
1.0,-27.47780266,-50.72952598,1991
1.0,-27.47780266,-50.72952598,1996
1.0,-27.47780266,-50.72952598,2001
1.0,-8.063951727000001,-50.00027363,2006
1.0,-11.0911844,-50.00943645,1985
1.0,-11.0911844,-50.00943645,1989
1.0,-11.0911844,-50.00943645,1996
1.0,-11.0911844,-50.00943645,2000
1.0,-11.0911844,-50.00943645,2013
1.0,-13.99444957,-54.08904548,1986
1.0,-6.455877537,-40.84527307,1986
1.0,-6.455877537,-40.84527307,1990
1.0,-11.66412989,-57.18284332,1999
1.0,-11.66412989,-57.18284332,2004
1.0,-11.66412989,-57.18284332,2014
1.0,-14.55365083,-56.43122292,2002
1.0,-14.55365083,-56.43122292,2009
1.0,-7.482651906,-38.00480015,1986
1.0,-11.85385408,-56.91685216,1998
1.0,-18.90248496,-44.78366694,1987
1.0,-18.90248496,-44.78366694,1993
1.0,-29.64400013,-50.03288247,1993
1.0,-8.14938151,-45.7662442,2002
1.0,-8.14938151,-45.7662442,2007
1.0,-8.14938151,-45.7662442,2015
1.0,-12.33355444,-51.90425287,2003
0.0,-12.33355444,-51.90425287,2002
1.0,-5.726625189,-49.10285666,2002
1.0,-5.726625189,-49.10285666,2009
1.0,-9.203644328,-65.40997401,2010
1.0,-18.26432178,-43.08962398,1987
1.0,-18.26432178,-43.08962398,2007
1.0,-6.785469414,-46.9460915,2003
1.0,-16.11860589,-45.89667958,1995
1.0,-19.13263333,-40.29873806,1985
1.0,-19.13263333,-40.29873806,1989
1.0,-10.88960245,-62.87079603,1998
1.0,-7.687467791,-36.57459238,1990
1.0,-7.687467791,-36.57459238,1995
1.0,-7.687467791,-36.57459238,1998
1.0,-7.687467791,-36.57459238,2002
1.0,-7.687467791,-36.57459238,2012
0.0,-7.687467791,-36.57459238,1997
0.0,-7.687467791,-36.57459238,2001
0.0,-7.687467791,-36.57459238,2011
1.0,-8.17228855,-39.27196369,1989
1.0,-8.17228855,-39.27196369,1995
1.0,-8.17228855,-39.27196369,2006
0.0,-8.17228855,-39.27196369,1988
0.0,-8.17228855,-39.27196369,1994
0.0,-8.17228855,-39.27196369,2005
1.0,-4.903049736,-41.12689492,2004
0.0,-4.903049736,-41.12689492,2003
1.0,-6.213601904,-46.95956622,2008
1.0,-14.45528531,-50.17221118,2002
1.0,-9.657742704,-55.59902364,2002
1.0,-14.66899452,-50.72386659,2002
1.0,-10.18217917,-51.21246027,1986
1.0,-10.18217917,-51.21246027,1989
0.0,-10.18217917,-51.21246027,1985
0.0,-10.18217917,-51.21246027,1988
1.0,-10.85645462,-52.10233139,1985
1.0,-2.05152753,-55.51548032,1989
1.0,-2.05152753,-55.51548032,1993
1.0,-2.05152753,-55.51548032,2012
1.0,-13.9130622,-52.72216894,2001
1.0,-13.9130622,-52.72216894,2010
1.0,-16.62121329,-51.06531623,2005
1.0,-16.62121329,-51.06531623,2011
1.0,-16.62121329,-51.06531623,2015
0.0,-16.62121329,-51.06531623,2010
1.0,-6.721060208,-51.34801605,2004
1.0,-6.721060208,-51.34801605,2006
1.0,-6.721060208,-51.34801605,2008
1.0,-6.721060208,-51.34801605,2013
1.0,-21.82757918,-48.01355955,1990
1.0,-21.82757918,-48.01355955,2004
0.0,-21.82757918,-48.01355955,2003
1.0,-11.41808133,-41.41390665,1997
1.0,-10.30911112,-38.10208769,1994
1.0,-10.30911112,-38.10208769,1999
1.0,-13.22423404,-40.44237867,2005
1.0,-13.22423404,-40.44237867,2007
1.0,-20.30682124,-56.98665126,2002
1.0,-10.23122718,-55.28614042,2002
1.0,-15.69037899,-42.7702729,1996
1.0,-15.69037899,-42.7702729,2000
1.0,-15.69037899,-42.7702729,2003
1.0,-15.69037899,-42.7702729,2005
1.0,-15.69037899,-42.7702729,2007
1.0,-15.69037899,-42.7702729,2009
0.0,-15.69037899,-42.7702729,2002
1.0,-9.769852451,-45.80397344,1985
1.0,-6.69707519,-36.45358931,2007
1.0,-22.23559399,-53.79233194,2013
0.0,-22.23559399,-53.79233194,2012
1.0,-8.413755698,-51.20437544,2003
1.0,-13.78478278,-46.78789817,2015
1.0,-20.16803153,-51.93470576,1993
1.0,-20.16803153,-51.93470576,2001
1.0,-13.90120444,-52.68012779,1988
1.0,-13.90120444,-52.68012779,1999
1.0,-13.90120444,-52.68012779,2008
1.0,-13.90120444,-52.68012779,2011
0.0,-13.90120444,-52.68012779,2007
1.0,-27.90333461,-51.43128988,2003
1.0,-10.12747177,-40.54478661,2004
1.0,-9.665827541,-62.04533412,1986
1.0,-5.605352626,-46.98031731,1997
1.0,-17.99779163,-54.42106281,1992
1.0,-17.99779163,-54.42106281,1997
1.0,-2.723377531,-45.20192254,1985
1.0,-2.723377531,-45.20192254,1993
0.0,-2.723377531,-45.20192254,1992
1.0,-10.25709866,-67.52793196,2008
1.0,-10.25709866,-67.52793196,2013
0.0,-10.25709866,-67.52793196,2007
1.0,-4.98497609,-45.58999474,2007
1.0,-6.544541255,-46.95794926,1990
1.0,-6.544541255,-46.95794926,1992
1.0,-6.544541255,-46.95794926,1997
1.0,-6.544541255,-46.95794926,2010
1.0,-6.544541255,-46.95794926,2014
0.0,-6.544541255,-46.95794926,1989
1.0,4.128791793,-59.62877617,1995
1.0,4.128791793,-59.62877617,2000
1.0,4.128791793,-59.62877617,2005
1.0,4.128791793,-59.62877617,2011
1.0,-26.41949742,-49.70275161,1987
1.0,-26.41949742,-49.70275161,1990
1.0,-26.41949742,-49.70275161,1999
1.0,-26.41949742,-49.70275161,2010
1.0,-31.50081783,-52.99381948,1986
1.0,-17.6113364,-46.20956279,2004
1.0,-17.6113364,-46.20956279,2012
1.0,-17.6113364,-46.20956279,2014
0.0,-17.6113364,-46.20956279,2003
1.0,-14.26636961,-56.98584277,2002
1.0,-14.26636961,-56.98584277,2010
1.0,-14.50136888,-45.73552182,1987
1.0,-14.50136888,-45.73552182,2006
0.0,-14.50136888,-45.73552182,2005
1.0,-27.256817100000003,-51.88457977,1994
1.0,-12.90030155,-55.39070432,1988
1.0,-12.90030155,-55.39070432,1991
1.0,-20.76765698,-47.0352942,2006
1.0,-20.76765698,-47.0352942,2010
1.0,-6.271812735,-53.09919187,1991
1.0,-3.5876466660000004,-49.48715594,2014
1.0,-20.861171600000002,-55.95340902,1989
1.0,-14.3512604,-41.70738625,1985
1.0,-14.3512604,-41.70738625,1987
1.0,-14.3512604,-41.70738625,1995
1.0,-14.3512604,-41.70738625,1998
1.0,-20.05834723,-52.60736425,2014
1.0,-23.83207991,-49.87199421,1988
1.0,-23.83207991,-49.87199421,2000
1.0,-22.76919326,-46.19501009,1987
1.0,-22.76919326,-46.19501009,1998
1.0,-22.76919326,-46.19501009,2005
1.0,-22.76919326,-46.19501009,2012
0.0,-22.76919326,-46.19501009,1986
0.0,-22.76919326,-46.19501009,1995
0.0,-22.76919326,-46.19501009,1996
0.0,-22.76919326,-46.19501009,1997
0.0,-22.76919326,-46.19501009,2003
0.0,-22.76919326,-46.19501009,2004
0.0,-22.76919326,-46.19501009,2011
0.0,-22.76919326,-46.19501009,2015
1.0,-2.516136195,-46.43566875,1998
1.0,-2.516136195,-46.43566875,2003
1.0,-2.516136195,-46.43566875,2009
0.0,-2.516136195,-46.43566875,2008
1.0,-9.886813101,-37.90185321,1993
1.0,-15.10719271,-48.97754168,1988
1.0,-18.77663098,-53.46920793,1989
1.0,-18.77663098,-53.46920793,1994
1.0,-18.77663098,-53.46920793,2000
0.0,-18.77663098,-53.46920793,1999
1.0,-5.108674105,-62.89666751,1991
1.0,-29.90702685,-57.02761443,1989
1.0,-17.57549362,-41.96852651,2002
1.0,-24.76884309,-53.35763717,1995
1.0,-21.55592864,-53.25738519,1986
1.0,-21.55592864,-53.25738519,1988
1.0,-21.55592864,-53.25738519,1992
1.0,-21.55592864,-53.25738519,1996
1.0,-21.55592864,-53.25738519,2000
1.0,-21.55592864,-53.25738519,2006
1.0,-21.55592864,-53.25738519,2009
1.0,-21.55592864,-53.25738519,2012
0.0,-21.55592864,-53.25738519,1999
1.0,-1.53490641,-60.22085577,1994
1.0,-1.53490641,-60.22085577,1999
0.0,-1.53490641,-60.22085577,1998
1.0,-17.62858405,-45.50618193,2014
0.0,-17.62858405,-45.50618193,2013
1.0,-14.42887484,-55.25811299,1988
1.0,-30.36193371,-53.95268122,1995
1.0,-30.36193371,-53.95268122,2001
1.0,-30.36193371,-53.95268122,2012
1.0,-6.833708945,-48.3345276,1993
1.0,-10.29159397,-53.89635685,2000
1.0,-9.67633783,-64.50420271,2004
1.0,-9.67633783,-64.50420271,2015
1.0,-28.162588399999997,-50.25386803,2002
1.0,-5.183054611,-61.81464675,1989
1.0,-5.183054611,-61.81464675,1992
1.0,-5.183054611,-61.81464675,2001
1.0,-5.183054611,-61.81464675,2003
1.0,-5.183054611,-61.81464675,2012
1.0,-5.183054611,-61.81464675,2014
1.0,-3.550456413,-45.72797597,1998
1.0,-3.550456413,-45.72797597,2002
1.0,-3.550456413,-45.72797597,2011
1.0,-4.1716414319999995,-55.56452833,2011
1.0,-18.23225192,-48.7376915,1992
1.0,-18.23225192,-48.7376915,1996
1.0,-18.23225192,-48.7376915,2011
1.0,-18.23225192,-48.7376915,2013
1.0,-18.23225192,-48.7376915,2015
0.0,-18.23225192,-48.7376915,1991
0.0,-18.23225192,-48.7376915,2010
1.0,-11.06207899,-50.40667146,1999
0.0,-11.06207899,-50.40667146,1997
0.0,-11.06207899,-50.40667146,1998
1.0,3.405198832,-61.25517599,1995
1.0,3.405198832,-61.25517599,2004
1.0,-8.130247395,-55.28128952,2000
1.0,-8.130247395,-55.28128952,2004
0.0,-8.130247395,-55.28128952,2003
1.0,-11.35394162,-46.11820413,1990
1.0,-11.35394162,-46.11820413,1998
1.0,-11.35394162,-46.11820413,2003
1.0,-5.508873564,-40.41947163,1990
1.0,-8.950319418,-54.96544187,1992
1.0,-8.950319418,-54.96544187,1999
1.0,-9.264280609,-71.53666391,1992
1.0,-9.264280609,-71.53666391,1996
0.0,-9.264280609,-71.53666391,1995
1.0,-13.80715083,-54.11545595,2014
1.0,-10.28755155,-55.61600179999999,1996
1.0,-16.22424777,-44.98201496,1995
1.0,-16.22424777,-44.98201496,2011
1.0,-11.30758855,-48.67462977,1988
1.0,-16.89771474,-46.10823283,2002
0.0,-16.89771474,-46.10823283,2001
1.0,-10.41205805,-54.22837418,2006
1.0,1.37563511,-59.98882094,1992
1.0,1.37563511,-59.98882094,2001
0.0,1.37563511,-59.98882094,1991
0.0,1.37563511,-59.98882094,2000
1.0,-12.76285931,-61.85884386,2009
1.0,-15.22253639,-57.55474584,1986
1.0,-22.59536926,-52.74588446,1990
1.0,-22.59536926,-52.74588446,2012
1.0,-5.773517247000001,-44.31905828,2004
0.0,-5.773517247000001,-44.31905828,2003
1.0,-19.86350265,-47.11533409,1986
1.0,-19.86350265,-47.11533409,1993
1.0,-19.86350265,-47.11533409,1996
0.0,-19.86350265,-47.11533409,1985
0.0,-19.86350265,-47.11533409,1995
1.0,-6.863622844,-50.96048284,1987
1.0,-6.863622844,-50.96048284,2011
1.0,-6.863622844,-50.96048284,2013
1.0,-1.94453818,-46.32248103,2007
1.0,-1.94453818,-46.32248103,2010
1.0,-10.41394451,-58.44865938,2001
1.0,-7.347365625,-41.65618228,2013
1.0,-29.71865013,-55.79925811,1998
1.0,-8.711547215,-40.84689004,2006
1.0,-5.004110206,-40.57577849,1998
1.0,-23.14513821,-48.53395359,1992
1.0,-23.14513821,-48.53395359,2000
1.0,-23.14513821,-48.53395359,2005
1.0,-3.534825727,-53.03478266,2011
1.0,-3.534825727,-53.03478266,2013
1.0,-15.6901095,-44.13014257,1997
1.0,-20.95414723,-46.90485882,1998
1.0,-20.95414723,-46.90485882,2013
1.0,-20.10820373,-51.82394349,2003
1.0,-20.10820373,-51.82394349,2010
1.0,-20.10820373,-51.82394349,2013
0.0,-20.10820373,-51.82394349,2012
1.0,-26.73184165,-52.05597833,2004
1.0,-18.20287701,-52.48690017,2012
1.0,-18.20287701,-52.48690017,2014
1.0,-3.028175907,-44.49800268,1989
1.0,-22.02754417,-56.36870017,2002
1.0,-22.36575987,-47.08137778,2008
1.0,-22.36575987,-47.08137778,2011
1.0,4.188619591,-61.10318105,1986
1.0,4.188619591,-61.10318105,1996
1.0,-19.9605207,-53.66108808,1986
1.0,-30.20697432,-51.77300901,2015
1.0,-7.270829162,-48.94574132,1999
1.0,-20.22651185,-40.29685159,1987
1.0,-10.07276437,-43.22302379999999,1987
1.0,-10.07276437,-43.22302379999999,1990
1.0,-10.07276437,-43.22302379999999,2003
1.0,-10.07276437,-43.22302379999999,2013
1.0,-10.07276437,-43.22302379999999,2015
0.0,-10.07276437,-43.22302379999999,1989
0.0,-10.07276437,-43.22302379999999,2001
0.0,-10.07276437,-43.22302379999999,2002
0.0,-10.07276437,-43.22302379999999,2012
1.0,-3.2130491919999997,-40.73478029,1990
1.0,-16.10001076,-53.76861642,1992
1.0,-16.10001076,-53.76861642,1996
1.0,-16.10001076,-53.76861642,2002
1.0,-9.52703783,-37.78165863,1998
1.0,-19.01324723,-48.6929554,1995
1.0,-28.88995428,-51.44368663,1997
1.0,-5.21889739,-39.77133715,1985
1.0,-23.83531384,-51.14346966,2007
1.0,-23.83531384,-51.14346966,2009
0.0,-23.83531384,-51.14346966,2006
1.0,-9.487152631,-58.18078176,2005
1.0,-9.487152631,-58.18078176,2015
0.0,-9.487152631,-58.18078176,2004
0.0,-9.487152631,-58.18078176,2014
1.0,-9.587404617,-51.67194854,1993
1.0,-9.587404617,-51.67194854,1996
1.0,-9.587404617,-51.67194854,2000
1.0,-9.587404617,-51.67194854,2002
1.0,-9.587404617,-51.67194854,2008
1.0,-20.62590283,-45.66895666,1995
1.0,-20.62590283,-45.66895666,2000
1.0,-20.62590283,-45.66895666,2003
1.0,-13.59047719,-48.344229399999996,1993
0.0,-13.59047719,-48.344229399999996,1992
1.0,-22.21295644,-47.18216875,2005
1.0,-22.21295644,-47.18216875,2015
1.0,-22.14881673,-48.41645395,2005
1.0,-19.18599326,-50.75135504,1986
1.0,-18.56265228,-54.42780017,1986
1.0,-18.56265228,-54.42780017,2001
1.0,-18.56265228,-54.42780017,2007
1.0,-12.50845643,-57.13514277,2008
1.0,-16.66460192,-53.86428699,1997
1.0,-16.66460192,-53.86428699,1999
1.0,-16.66460192,-53.86428699,2003
1.0,-16.66460192,-53.86428699,2007
1.0,-16.66460192,-53.86428699,2010
1.0,-16.66460192,-53.86428699,2014
1.0,-3.229757857,-47.76454655,2011
1.0,-21.92298027,-55.85261804,1998
1.0,-10.31504,-47.2993989,1993
1.0,-5.14775082,-38.33978192,1993
1.0,-5.14775082,-38.33978192,1995
1.0,-5.14775082,-38.33978192,1999
1.0,-13.84514957,-58.90868664,1993
1.0,-29.9593088,-53.74355342,2000
1.0,-29.9593088,-53.74355342,2004
1.0,-2.610728794,-52.79601046,1989
1.0,-2.610728794,-52.79601046,1991
1.0,-2.610728794,-52.79601046,1995
1.0,-27.38967793,-51.62128356,2011
1.0,-10.12289036,-40.40006802,2002
1.0,-28.77568858,-52.01097273,1997
1.0,-6.023608222000001,-43.10821911,2003
