,system:index,consistent_change,consistent_change_two_years_1985,consistent_change_two_years_1986,consistent_change_two_years_1987,consistent_change_two_years_1988,consistent_change_two_years_1989,consistent_change_two_years_1990,consistent_change_two_years_1991,consistent_change_two_years_1992,consistent_change_two_years_1993,consistent_change_two_years_1994,consistent_change_two_years_1995,consistent_change_two_years_1996,consistent_change_two_years_1997,consistent_change_two_years_1998,consistent_change_two_years_1999,consistent_change_two_years_2000,consistent_change_two_years_2001,consistent_change_two_years_2002,consistent_change_two_years_2003,consistent_change_two_years_2004,consistent_change_two_years_2005,consistent_change_two_years_2006,consistent_change_two_years_2007,consistent_change_two_years_2008,consistent_change_two_years_2009,consistent_change_two_years_2010,consistent_change_two_years_2011,consistent_change_two_years_2012,consistent_change_two_years_2013,consistent_change_two_years_2014,consistent_change_two_years_2015,first,latitude,longitude,one_change_1985,one_change_1986,one_change_1987,one_change_1988,one_change_1989,one_change_1990,one_change_1991,one_change_1992,one_change_1993,one_change_1994,one_change_1995,one_change_1996,one_change_1997,one_change_1998,one_change_1999,one_change_2000,one_change_2001,one_change_2002,one_change_2003,one_change_2004,one_change_2005,one_change_2006,one_change_2007,one_change_2008,one_change_2009,one_change_2010,one_change_2011,one_change_2012,one_change_2013,one_change_2014,one_change_2015,.geo
4473,4473,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-14.89375300035222,-56.35468645513305,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"{""type"":""Point"",""coordinates"":[-56.35468645513305,-14.89375300035222]}"
4474,4474,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-12.18155949453856,-38.331427583729436,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"{""type"":""Point"",""coordinates"":[-38.331427583729436,-12.18155949453856]}"
4475,4475,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-12.12631310456521,-64.17218538365479,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"{""type"":""Point"",""coordinates"":[-64.17218538365479,-12.12631310456521]}"
4476,4476,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-17.768990730233575,-54.63342453923164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"{""type"":""Point"",""coordinates"":[-54.63342453923164,-17.768990730233575]}"
4477,4477,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-8.934688731616967,-64.46297004112428,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"{""type"":""Point"",""coordinates"":[-64.46297004112428,-8.934688731616967]}"
4478,4478,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.297306591843056,-44.997106654953114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"{""type"":""Point"",""coordinates"":[-44.997106654953114,-2.297306591843056]}"
4479,4479,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-13.100805524778067,-54.45771406965786,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"{""type"":""Point"",""coordinates"":[-54.45771406965786,-13.100805524778067]}"
4480,4480,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-25.602120344698967,-50.93002994892049,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"{""type"":""Point"",""coordinates"":[-50.93002994892049,-25.602120344698967]}"
4481,4481,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-6.0750816876792895,-52.162698181789295,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"{""type"":""Point"",""coordinates"":[-52.162698181789295,-6.07508168767929]}"
4482,4482,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-13.35763386450784,-55.388009377892025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"{""type"":""Point"",""coordinates"":[-55.388009377892025,-13.35763386450784]}"
4483,4483,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.7351408870410596,-48.24963680416466,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"{""type"":""Point"",""coordinates"":[-48.24963680416466,-1.7351408870410596]}"
4484,4484,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-15.78604957206814,-40.289575240053175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"{""type"":""Point"",""coordinates"":[-40.289575240053175,-15.78604957206814]}"
4485,4485,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-6.184765983870284,-50.98446785513814,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"{""type"":""Point"",""coordinates"":[-50.98446785513814,-6.184765983870284]}"
4486,4486,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-18.738362753326946,-47.149559907231904,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"{""type"":""Point"",""coordinates"":[-47.149559907231904,-18.738362753326946]}"
4487,4487,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-7.8494340368721724,-36.83896657069327,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"{""type"":""Point"",""coordinates"":[-36.83896657069327,-7.849434036872172]}"
4488,4488,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.9680786144951026,-49.316565867113425,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"{""type"":""Point"",""coordinates"":[-49.316565867113425,-2.9680786144951026]}"
4489,4489,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.0296984687038515,-66.06080343698765,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"{""type"":""Point"",""coordinates"":[-66.06080343698765,-2.0296984687038515]}"
4490,4490,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-22.70909597219205,-47.22852182070601,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"{""type"":""Point"",""coordinates"":[-47.22852182070601,-22.709095972192053]}"
4491,4491,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-9.445650465224148,-70.46353647598585,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"{""type"":""Point"",""coordinates"":[-70.46353647598585,-9.445650465224148]}"
4492,4492,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-6.580114540411286,-46.88518571911553,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"{""type"":""Point"",""coordinates"":[-46.88518571911553,-6.580114540411286]}"
4493,4493,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-6.918330244882287,-37.89781079608496,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"{""type"":""Point"",""coordinates"":[-37.89781079608496,-6.918330244882287]}"
4494,4494,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-16.449814735504056,-42.018113509755956,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"{""type"":""Point"",""coordinates"":[-42.018113509755956,-16.449814735504056]}"
4495,4495,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-5.478420675967105,-72.17536608140402,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"{""type"":""Point"",""coordinates"":[-72.17536608140402,-5.478420675967105]}"
4496,4496,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-9.946101910007132,-37.744737871670985,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"{""type"":""Point"",""coordinates"":[-37.744737871670985,-9.946101910007132]}"
4497,4497,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7412448566912246,-60.41731732756359,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"{""type"":""Point"",""coordinates"":[-60.41731732756359,0.7412448566912246]}"
4498,4498,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4.982281144547893,-44.617388784355796,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"{""type"":""Point"",""coordinates"":[-44.617388784355796,-4.982281144547893]}"
4499,4499,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.856602262017721,-47.73463265177895,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"{""type"":""Point"",""coordinates"":[-47.73463265177895,-3.856602262017721]}"
4500,4500,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-10.289168517012376,-56.162267321274655,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"{""type"":""Point"",""coordinates"":[-56.162267321274655,-10.289168517012376]}"
4501,4501,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-19.85380084161816,-46.58389077282185,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"{""type"":""Point"",""coordinates"":[-46.583890772821846,-19.85380084161816]}"
4502,4502,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.7116948581255436,-60.438068410626755,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"{""type"":""Point"",""coordinates"":[-60.438068410626755,1.7116948581255436]}"
4503,4503,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-10.706615629542716,-52.32762886795364,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"{""type"":""Point"",""coordinates"":[-52.32762886795364,-10.706615629542716]}"
4504,4504,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-11.342622850699339,-55.18103753643089,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"{""type"":""Point"",""coordinates"":[-55.18103753643089,-11.342622850699339]}"
4505,4505,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-9.411424652899194,-37.95036224020593,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"{""type"":""Point"",""coordinates"":[-37.95036224020593,-9.411424652899194]}"
4506,4506,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-17.72479361825489,-53.0983833817282,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"{""type"":""Point"",""coordinates"":[-53.0983833817282,-17.72479361825489]}"
4507,4507,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-10.01643999675369,-48.7406559384644,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"{""type"":""Point"",""coordinates"":[-48.7406559384644,-10.01643999675369]}"
4508,4508,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-5.867840351632919,-35.665048157405884,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"{""type"":""Point"",""coordinates"":[-35.665048157405884,-5.867840351632919]}"
4509,4509,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-18.312561308654296,-41.8477929318869,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"{""type"":""Point"",""coordinates"":[-41.8477929318869,-18.312561308654296]}"
4510,4510,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-9.73023674723321,-49.13708247334635,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"{""type"":""Point"",""coordinates"":[-49.13708247334635,-9.73023674723321]}"
4511,4511,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.459986915515251,-54.9314855505025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"{""type"":""Point"",""coordinates"":[-54.9314855505025,-1.459986915515251]}"
4512,4512,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-19.215368169194413,-49.73293500130283,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"{""type"":""Point"",""coordinates"":[-49.73293500130283,-19.215368169194413]}"
4513,4513,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-7.583712375829616,-51.90721731498572,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"{""type"":""Point"",""coordinates"":[-51.90721731498572,-7.5837123758296165]}"
4514,4514,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4.084594681127256,-53.788020025346746,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"{""type"":""Point"",""coordinates"":[-53.788020025346746,-4.084594681127256]}"
4515,4515,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-15.844529897064323,-56.899874001065186,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"{""type"":""Point"",""coordinates"":[-56.899874001065186,-15.844529897064323]}"
4516,4516,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-10.511232055246722,-54.394652336712674,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"{""type"":""Point"",""coordinates"":[-54.394652336712674,-10.511232055246722]}"
4517,4517,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-21.25840661986744,-52.04816298306406,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"{""type"":""Point"",""coordinates"":[-52.04816298306406,-21.25840661986744]}"
4518,4518,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.6321132725162526,-40.80781332746172,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"{""type"":""Point"",""coordinates"":[-40.80781332746172,-3.6321132725162526]}"
4519,4519,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-6.138682409794954,-53.474867317302675,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"{""type"":""Point"",""coordinates"":[-53.47486731730268,-6.138682409794954]}"
4520,4520,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-10.304260213785586,-37.82450826890079,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"{""type"":""Point"",""coordinates"":[-37.82450826890079,-10.304260213785586]}"
4521,4521,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.5575439553706305,-58.51360757745749,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"{""type"":""Point"",""coordinates"":[-58.51360757745749,-1.5575439553706305]}"
4522,4522,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-5.858138546564428,-48.4797851799561,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"{""type"":""Point"",""coordinates"":[-48.479785179956096,-5.858138546564428]}"
4523,4523,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-12.108256967354407,-41.077846901868064,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"{""type"":""Point"",""coordinates"":[-41.077846901868064,-12.108256967354407]}"
4524,4524,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-8.820423027476961,-42.313210080589215,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"{""type"":""Point"",""coordinates"":[-42.313210080589215,-8.820423027476961]}"
4525,4525,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-16.300514735283393,-52.89491496987512,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"{""type"":""Point"",""coordinates"":[-52.89491496987512,-16.300514735283393]}"
4526,4526,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-9.871182415311566,-60.22139476409712,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"{""type"":""Point"",""coordinates"":[-60.22139476409712,-9.871182415311566]}"
4527,4527,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-12.684166896003433,-49.369117311234426,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"{""type"":""Point"",""coordinates"":[-49.369117311234426,-12.684166896003433]}"
4528,4528,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-15.274818343875722,-44.741086798979055,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"{""type"":""Point"",""coordinates"":[-44.741086798979055,-15.274818343875722]}"
4529,4529,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-9.190439093005793,-51.42913392077729,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"{""type"":""Point"",""coordinates"":[-51.42913392077729,-9.190439093005793]}"
4530,4530,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.1448670624098254,-52.39823644928544,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"{""type"":""Point"",""coordinates"":[-52.39823644928544,-3.1448670624098254]}"
4531,4531,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-23.726977020627885,-54.47415323935724,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"{""type"":""Point"",""coordinates"":[-54.47415323935724,-23.726977020627885]}"
4532,4532,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.65178637723847,-58.30636624141113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"{""type"":""Point"",""coordinates"":[-58.30636624141113,-3.65178637723847]}"
4533,4533,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-15.8210838681488,-51.47764294611976,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"{""type"":""Point"",""coordinates"":[-51.47764294611976,-15.8210838681488]}"
4534,4534,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-9.919421946068782,-56.33070143704706,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"{""type"":""Point"",""coordinates"":[-56.33070143704706,-9.919421946068782]}"
4535,4535,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-8.710199742115496,-67.11452726525985,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"{""type"":""Point"",""coordinates"":[-67.11452726525985,-8.710199742115496]}"
4536,4536,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-11.930660035683978,-63.92640632191967,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"{""type"":""Point"",""coordinates"":[-63.92640632191967,-11.930660035683978]}"
4537,4537,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-17.971650658330933,-40.0138822793569,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"{""type"":""Point"",""coordinates"":[-40.0138822793569,-17.971650658330933]}"
4538,4538,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-12.314689819645073,-62.11648068747565,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"{""type"":""Point"",""coordinates"":[-62.11648068747565,-12.314689819645073]}"
4539,4539,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-11.723418699637605,-43.21601694112934,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"{""type"":""Point"",""coordinates"":[-43.21601694112934,-11.723418699637605]}"
4540,4540,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-6.340803348721846,-36.723622888212326,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"{""type"":""Point"",""coordinates"":[-36.723622888212326,-6.340803348721846]}"
4541,4541,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-6.273699196998117,-44.17299221330187,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"{""type"":""Point"",""coordinates"":[-44.17299221330187,-6.273699196998117]}"
